# Biosample	Assay
skeletal muscle tissue female embryo (19 weeks) and male embryo (22 weeks)	ChIP-seq JUND
skeletal muscle tissue female embryo (19 weeks) and male embryo (22 weeks)	ChIP-seq SP1
skeletal muscle tissue female embryo (19 weeks) and male embryo (22 weeks)	polyA depleted RNA-seq
transverse colon female adult (51 year)	ChIP-seq EZH2
transverse colon female adult (51 year)	ChIP-seq H3K23ac
transverse colon female adult (51 year)	ChIP-seq H4K91ac
transverse colon female adult (51 year)	ChIP-seq SIN3A
transverse colon female adult (51 year)	microRNA-seq
AG04450	ChIP-seq EP300
AG04450	ChIP-seq H3K14ac
AG04450	ChIP-seq H4K20me1
AG04450	ChIP-seq RFX5
AG04450	DNase-seq read-depth normalized signal
cingulate gyrus female adult (75 years)	ChIP-seq ELF1
cingulate gyrus female adult (75 years)	ChIP-seq H2BK5ac
cingulate gyrus female adult (75 years)	ChIP-seq H3K9me2
cingulate gyrus female adult (75 years)	ChIP-seq RCOR1
cingulate gyrus female adult (75 years)	ChIP-seq ZBTB33
skeletal muscle tissue male adult (54 years)	ChIP-seq CTCF
skeletal muscle tissue male adult (54 years)	ChIP-seq H2BK12ac
skeletal muscle tissue male adult (54 years)	ChIP-seq H3K79me2
skeletal muscle tissue male adult (54 years)	ChIP-seq POLR2AphosphoS5
skeletal muscle tissue male adult (54 years)	ChIP-seq USF2
muscle layer of colon female adult (56 years)	ChIP-seq CEBPB
muscle layer of colon female adult (56 years)	ChIP-seq H2AK5ac
muscle layer of colon female adult (56 years)	ChIP-seq H3K4me3
muscle layer of colon female adult (56 years)	ChIP-seq NRF1
muscle layer of colon female adult (56 years)	ChIP-seq TCF12
cingulate gyrus male adult (81 year)	ChIP-seq ATF3
cingulate gyrus male adult (81 year)	ChIP-seq GTF2F1
cingulate gyrus male adult (81 year)	ChIP-seq H3K4me1
cingulate gyrus male adult (81 year)	ChIP-seq MAX
cingulate gyrus male adult (81 year)	ChIP-seq TARDBP
gastroesophageal sphincter male adult (37 years)	ATAC-seq
gastroesophageal sphincter male adult (37 years)	ChIP-seq FOXK2
gastroesophageal sphincter male adult (37 years)	ChIP-seq H3K36me3
gastroesophageal sphincter male adult (37 years)	ChIP-seq KDM1A
gastroesophageal sphincter male adult (37 years)	ChIP-seq SUZ12
gastroesophageal sphincter male adult (37 years)	small RNA-seq
mucosa of rectum female adult (61 year)	ChIP-seq EZH2phosphoT487
mucosa of rectum female adult (61 year)	ChIP-seq H3K27ac
mucosa of rectum female adult (61 year)	ChIP-seq HDAC2
mucosa of rectum female adult (61 year)	ChIP-seq SMC3
mucosa of rectum female adult (61 year)	polyA RNA-seq
liver female child (4 years)	ChIP-seq ETS1
liver female child (4 years)	ChIP-seq H3K18ac
liver female child (4 years)	ChIP-seq H4K8ac
liver female child (4 years)	ChIP-seq RXRA
liver female child (4 years)	RAMPAGE
UCSF-4	ChIP-seq ELK1
UCSF-4	ChIP-seq H3F3A
UCSF-4	ChIP-seq H3K9me3
UCSF-4	ChIP-seq REST
UCSF-4	ChIP-seq ZFP36
stomach female embryo (96 days)	ChIP-seq EGR1
stomach female embryo (96 days)	ChIP-seq H2BK15ac
stomach female embryo (96 days)	ChIP-seq H3K9ac
stomach female embryo (96 days)	ChIP-seq RAD21
stomach female embryo (96 days)	ChIP-seq YY1
mesenchymal stem cell of the bone marrow	ChIP-seq CHD2
mesenchymal stem cell of the bone marrow	ChIP-seq H2BK120ac
mesenchymal stem cell of the bone marrow	ChIP-seq H3K79me1
mesenchymal stem cell of the bone marrow	ChIP-seq POLR2A
mesenchymal stem cell of the bone marrow	ChIP-seq USF1
neuron originated from H9	ChIP-seq BHLHE40
neuron originated from H9	ChIP-seq H2AFZ
neuron originated from H9	ChIP-seq H3K4me2
neuron originated from H9	ChIP-seq MAZ
neuron originated from H9	ChIP-seq TBP
mesodermal cell originated from HUES64	CAGE
mesodermal cell originated from HUES64	ChIP-seq GABPA
mesodermal cell originated from HUES64	ChIP-seq H3K4ac
mesodermal cell originated from HUES64	ChIP-seq MAFK
mesodermal cell originated from HUES64	ChIP-seq TAF1
mesodermal cell originated from HUES64	total RNA-seq
endodermal cell originated from HUES64	ChIP-seq FOXA1
endodermal cell originated from HUES64	ChIP-seq H3K27me3
endodermal cell originated from HUES64	ChIP-seq JUND
endodermal cell originated from HUES64	ChIP-seq SP1
endodermal cell originated from HUES64	polyA depleted RNA-seq
CD4-positive, CD25-positive, alpha-beta regulatory T cell	ChIP-seq EZH2
CD4-positive, CD25-positive, alpha-beta regulatory T cell	ChIP-seq H3K23ac
CD4-positive, CD25-positive, alpha-beta regulatory T cell	ChIP-seq H4K91ac
CD4-positive, CD25-positive, alpha-beta regulatory T cell	ChIP-seq SIN3A
CD4-positive, CD25-positive, alpha-beta regulatory T cell	microRNA-seq
peripheral blood mononuclear cell male adult (32 years)	ChIP-seq EP300
peripheral blood mononuclear cell male adult (32 years)	ChIP-seq H3K14ac
peripheral blood mononuclear cell male adult (32 years)	ChIP-seq H4K20me1
peripheral blood mononuclear cell male adult (32 years)	ChIP-seq RFX5
peripheral blood mononuclear cell male adult (32 years)	DNase-seq read-depth normalized signal
Caco-2	ChIP-seq ELF1
Caco-2	ChIP-seq H2BK5ac
Caco-2	ChIP-seq H3K9me2
Caco-2	ChIP-seq RCOR1
Caco-2	ChIP-seq ZBTB33
CD4-positive, alpha-beta memory T cell	ChIP-seq CTCF
CD4-positive, alpha-beta memory T cell	ChIP-seq H2BK12ac
CD4-positive, alpha-beta memory T cell	ChIP-seq H3K79me2
CD4-positive, alpha-beta memory T cell	ChIP-seq POLR2AphosphoS5
CD4-positive, alpha-beta memory T cell	ChIP-seq USF2
Peyer's patch male adult (37 years)	ChIP-seq CEBPB
Peyer's patch male adult (37 years)	ChIP-seq H2AK5ac
Peyer's patch male adult (37 years)	ChIP-seq H3K4me3
Peyer's patch male adult (37 years)	ChIP-seq NRF1
Peyer's patch male adult (37 years)	ChIP-seq TCF12
common myeloid progenitor, CD34-positive female adult (33 years)	ChIP-seq ATF3
common myeloid progenitor, CD34-positive female adult (33 years)	ChIP-seq GTF2F1
common myeloid progenitor, CD34-positive female adult (33 years)	ChIP-seq H3K4me1
common myeloid progenitor, CD34-positive female adult (33 years)	ChIP-seq MAX
common myeloid progenitor, CD34-positive female adult (33 years)	ChIP-seq TARDBP
skeletal muscle tissue female adult (72 years)	ATAC-seq
skeletal muscle tissue female adult (72 years)	ChIP-seq FOXK2
skeletal muscle tissue female adult (72 years)	ChIP-seq H3K36me3
skeletal muscle tissue female adult (72 years)	ChIP-seq KDM1A
skeletal muscle tissue female adult (72 years)	ChIP-seq SUZ12
skeletal muscle tissue female adult (72 years)	small RNA-seq
spleen female adult (51 year)	ChIP-seq EZH2phosphoT487
spleen female adult (51 year)	ChIP-seq H3K27ac
spleen female adult (51 year)	ChIP-seq HDAC2
spleen female adult (51 year)	ChIP-seq SMC3
spleen female adult (51 year)	polyA RNA-seq
muscle layer of colon female adult (77 years)	ChIP-seq ETS1
muscle layer of colon female adult (77 years)	ChIP-seq H3K18ac
muscle layer of colon female adult (77 years)	ChIP-seq H4K8ac
muscle layer of colon female adult (77 years)	ChIP-seq RXRA
muscle layer of colon female adult (77 years)	RAMPAGE
peripheral blood mononuclear cell female adult (28 years)	ChIP-seq ELK1
peripheral blood mononuclear cell female adult (28 years)	ChIP-seq H3F3A
peripheral blood mononuclear cell female adult (28 years)	ChIP-seq H3K9me3
peripheral blood mononuclear cell female adult (28 years)	ChIP-seq REST
peripheral blood mononuclear cell female adult (28 years)	ChIP-seq ZFP36
caudate nucleus male adult (81 year)	ChIP-seq EGR1
caudate nucleus male adult (81 year)	ChIP-seq H2BK15ac
caudate nucleus male adult (81 year)	ChIP-seq H3K9ac
caudate nucleus male adult (81 year)	ChIP-seq RAD21
caudate nucleus male adult (81 year)	ChIP-seq YY1
fibroblast of dermis	ChIP-seq CHD2
fibroblast of dermis	ChIP-seq H2BK120ac
fibroblast of dermis	ChIP-seq H3K79me1
fibroblast of dermis	ChIP-seq POLR2A
fibroblast of dermis	ChIP-seq USF1
transverse colon male adult (54 years)	ChIP-seq BHLHE40
transverse colon male adult (54 years)	ChIP-seq H2AFZ
transverse colon male adult (54 years)	ChIP-seq H3K4me2
transverse colon male adult (54 years)	ChIP-seq MAZ
transverse colon male adult (54 years)	ChIP-seq TBP
effector memory CD4-positive, alpha-beta T cell	CAGE
effector memory CD4-positive, alpha-beta T cell	ChIP-seq GABPA
effector memory CD4-positive, alpha-beta T cell	ChIP-seq H3K4ac
effector memory CD4-positive, alpha-beta T cell	ChIP-seq MAFK
effector memory CD4-positive, alpha-beta T cell	ChIP-seq TAF1
effector memory CD4-positive, alpha-beta T cell	total RNA-seq
HeLa-S3 G1b phase	ChIP-seq FOXA1
HeLa-S3 G1b phase	ChIP-seq H3K27me3
HeLa-S3 G1b phase	ChIP-seq JUND
HeLa-S3 G1b phase	ChIP-seq SP1
HeLa-S3 G1b phase	polyA depleted RNA-seq
mesenchymal stem cell of Wharton's jelly	ChIP-seq EZH2
mesenchymal stem cell of Wharton's jelly	ChIP-seq H3K23ac
mesenchymal stem cell of Wharton's jelly	ChIP-seq H4K91ac
mesenchymal stem cell of Wharton's jelly	ChIP-seq SIN3A
mesenchymal stem cell of Wharton's jelly	microRNA-seq
myoepithelial cell of mammary gland female adult (36 years)	ChIP-seq EP300
myoepithelial cell of mammary gland female adult (36 years)	ChIP-seq H3K14ac
myoepithelial cell of mammary gland female adult (36 years)	ChIP-seq H4K20me1
myoepithelial cell of mammary gland female adult (36 years)	ChIP-seq RFX5
myoepithelial cell of mammary gland female adult (36 years)	DNase-seq read-depth normalized signal
NT2/D1	ChIP-seq ELF1
NT2/D1	ChIP-seq H2BK5ac
NT2/D1	ChIP-seq H3K9me2
NT2/D1	ChIP-seq RCOR1
NT2/D1	ChIP-seq ZBTB33
mucosa of stomach male adult (59 years)	ChIP-seq CTCF
mucosa of stomach male adult (59 years)	ChIP-seq H2BK12ac
mucosa of stomach male adult (59 years)	ChIP-seq H3K79me2
mucosa of stomach male adult (59 years)	ChIP-seq POLR2AphosphoS5
mucosa of stomach male adult (59 years)	ChIP-seq USF2
naive thymus-derived CD4-positive, alpha-beta T cell	ChIP-seq CEBPB
naive thymus-derived CD4-positive, alpha-beta T cell	ChIP-seq H2AK5ac
naive thymus-derived CD4-positive, alpha-beta T cell	ChIP-seq H3K4me3
naive thymus-derived CD4-positive, alpha-beta T cell	ChIP-seq NRF1
naive thymus-derived CD4-positive, alpha-beta T cell	ChIP-seq TCF12
angular gyrus female adult (75 years)	ChIP-seq ATF3
angular gyrus female adult (75 years)	ChIP-seq GTF2F1
angular gyrus female adult (75 years)	ChIP-seq H3K4me1
angular gyrus female adult (75 years)	ChIP-seq MAX
angular gyrus female adult (75 years)	ChIP-seq TARDBP
subcutaneous abdominal adipose tissue nuclear fraction female adult (41 year)	ATAC-seq
subcutaneous abdominal adipose tissue nuclear fraction female adult (41 year)	ChIP-seq FOXK2
subcutaneous abdominal adipose tissue nuclear fraction female adult (41 year)	ChIP-seq H3K36me3
subcutaneous abdominal adipose tissue nuclear fraction female adult (41 year)	ChIP-seq KDM1A
subcutaneous abdominal adipose tissue nuclear fraction female adult (41 year)	ChIP-seq SUZ12
subcutaneous abdominal adipose tissue nuclear fraction female adult (41 year)	small RNA-seq
lower leg skin female adult (51 year)	ChIP-seq EZH2phosphoT487
lower leg skin female adult (51 year)	ChIP-seq H3K27ac
lower leg skin female adult (51 year)	ChIP-seq HDAC2
lower leg skin female adult (51 year)	ChIP-seq SMC3
lower leg skin female adult (51 year)	polyA RNA-seq
adrenal gland female adult (51 year)	ChIP-seq ETS1
adrenal gland female adult (51 year)	ChIP-seq H3K18ac
adrenal gland female adult (51 year)	ChIP-seq H4K8ac
adrenal gland female adult (51 year)	ChIP-seq RXRA
adrenal gland female adult (51 year)	RAMPAGE
large intestine male embryo (108 days)	ChIP-seq ELK1
large intestine male embryo (108 days)	ChIP-seq H3F3A
large intestine male embryo (108 days)	ChIP-seq H3K9me3
large intestine male embryo (108 days)	ChIP-seq REST
large intestine male embryo (108 days)	ChIP-seq ZFP36
pancreas female adult (30 years)	ChIP-seq EGR1
pancreas female adult (30 years)	ChIP-seq H2BK15ac
pancreas female adult (30 years)	ChIP-seq H3K9ac
pancreas female adult (30 years)	ChIP-seq RAD21
pancreas female adult (30 years)	ChIP-seq YY1
testis male adult (54 years)	ChIP-seq CHD2
testis male adult (54 years)	ChIP-seq H2BK120ac
testis male adult (54 years)	ChIP-seq H3K79me1
testis male adult (54 years)	ChIP-seq POLR2A
testis male adult (54 years)	ChIP-seq USF1
aorta female adult (30 years)	ChIP-seq BHLHE40
aorta female adult (30 years)	ChIP-seq H2AFZ
aorta female adult (30 years)	ChIP-seq H3K4me2
aorta female adult (30 years)	ChIP-seq MAZ
aorta female adult (30 years)	ChIP-seq TBP
suprapubic skin female adult (53 years)	CAGE
suprapubic skin female adult (53 years)	ChIP-seq GABPA
suprapubic skin female adult (53 years)	ChIP-seq H3K4ac
suprapubic skin female adult (53 years)	ChIP-seq MAFK
suprapubic skin female adult (53 years)	ChIP-seq TAF1
suprapubic skin female adult (53 years)	total RNA-seq
subcutaneous abdominal adipose tissue nuclear fraction female adult (59 years)	ChIP-seq FOXA1
subcutaneous abdominal adipose tissue nuclear fraction female adult (59 years)	ChIP-seq H3K27me3
subcutaneous abdominal adipose tissue nuclear fraction female adult (59 years)	ChIP-seq JUND
subcutaneous abdominal adipose tissue nuclear fraction female adult (59 years)	ChIP-seq SP1
subcutaneous abdominal adipose tissue nuclear fraction female adult (59 years)	polyA depleted RNA-seq
thoracic aorta male adult (37 years)	ChIP-seq EZH2
thoracic aorta male adult (37 years)	ChIP-seq H3K23ac
thoracic aorta male adult (37 years)	ChIP-seq H4K91ac
thoracic aorta male adult (37 years)	ChIP-seq SIN3A
thoracic aorta male adult (37 years)	microRNA-seq
trophoblast female embryo (40 weeks)	ChIP-seq EP300
trophoblast female embryo (40 weeks)	ChIP-seq H3K14ac
trophoblast female embryo (40 weeks)	ChIP-seq H4K20me1
trophoblast female embryo (40 weeks)	ChIP-seq RFX5
trophoblast female embryo (40 weeks)	DNase-seq read-depth normalized signal
SK-MEL-5 cytosolic fraction	ChIP-seq ELF1
SK-MEL-5 cytosolic fraction	ChIP-seq H2BK5ac
SK-MEL-5 cytosolic fraction	ChIP-seq H3K9me2
SK-MEL-5 cytosolic fraction	ChIP-seq RCOR1
SK-MEL-5 cytosolic fraction	ChIP-seq ZBTB33
lung female embryo (20 weeks) and female embryo (24 weeks)	ChIP-seq CTCF
lung female embryo (20 weeks) and female embryo (24 weeks)	ChIP-seq H2BK12ac
lung female embryo (20 weeks) and female embryo (24 weeks)	ChIP-seq H3K79me2
lung female embryo (20 weeks) and female embryo (24 weeks)	ChIP-seq POLR2AphosphoS5
lung female embryo (20 weeks) and female embryo (24 weeks)	ChIP-seq USF2
thyroid gland female embryo (37 weeks) and female embryo (40 weeks)	ChIP-seq CEBPB
thyroid gland female embryo (37 weeks) and female embryo (40 weeks)	ChIP-seq H2AK5ac
thyroid gland female embryo (37 weeks) and female embryo (40 weeks)	ChIP-seq H3K4me3
thyroid gland female embryo (37 weeks) and female embryo (40 weeks)	ChIP-seq NRF1
thyroid gland female embryo (37 weeks) and female embryo (40 weeks)	ChIP-seq TCF12
uterus female embryo (24 weeks) and female embryo (28 weeks)	ChIP-seq ATF3
uterus female embryo (24 weeks) and female embryo (28 weeks)	ChIP-seq GTF2F1
uterus female embryo (24 weeks) and female embryo (28 weeks)	ChIP-seq H3K4me1
uterus female embryo (24 weeks) and female embryo (28 weeks)	ChIP-seq MAX
uterus female embryo (24 weeks) and female embryo (28 weeks)	ChIP-seq TARDBP
NCI-H460	ATAC-seq
NCI-H460	ChIP-seq FOXK2
NCI-H460	ChIP-seq H3K36me3
NCI-H460	ChIP-seq KDM1A
NCI-H460	ChIP-seq SUZ12
NCI-H460	small RNA-seq
mammary stem cell	ChIP-seq EZH2phosphoT487
mammary stem cell	ChIP-seq H3K27ac
mammary stem cell	ChIP-seq HDAC2
mammary stem cell	ChIP-seq SMC3
mammary stem cell	polyA RNA-seq
SK-N-MC	ChIP-seq ETS1
SK-N-MC	ChIP-seq H3K18ac
SK-N-MC	ChIP-seq H4K8ac
SK-N-MC	ChIP-seq RXRA
SK-N-MC	RAMPAGE
NCI-H460 cytosolic fraction	ChIP-seq ELK1
NCI-H460 cytosolic fraction	ChIP-seq H3F3A
NCI-H460 cytosolic fraction	ChIP-seq H3K9me3
NCI-H460 cytosolic fraction	ChIP-seq REST
NCI-H460 cytosolic fraction	ChIP-seq ZFP36
thoracic aorta male adult (54 years)	ChIP-seq EGR1
thoracic aorta male adult (54 years)	ChIP-seq H2BK15ac
thoracic aorta male adult (54 years)	ChIP-seq H3K9ac
thoracic aorta male adult (54 years)	ChIP-seq RAD21
thoracic aorta male adult (54 years)	ChIP-seq YY1
natural killer cell male adult (21 year)	ChIP-seq CHD2
natural killer cell male adult (21 year)	ChIP-seq H2BK120ac
natural killer cell male adult (21 year)	ChIP-seq H3K79me1
natural killer cell male adult (21 year)	ChIP-seq POLR2A
natural killer cell male adult (21 year)	ChIP-seq USF1
iPS-15b female adult (48 years)	ChIP-seq BHLHE40
iPS-15b female adult (48 years)	ChIP-seq H2AFZ
iPS-15b female adult (48 years)	ChIP-seq H3K4me2
iPS-15b female adult (48 years)	ChIP-seq MAZ
iPS-15b female adult (48 years)	ChIP-seq TBP
osteoblast female adult (56 years) and male adult (62 years)	CAGE
osteoblast female adult (56 years) and male adult (62 years)	ChIP-seq GABPA
osteoblast female adult (56 years) and male adult (62 years)	ChIP-seq H3K4ac
osteoblast female adult (56 years) and male adult (62 years)	ChIP-seq MAFK
osteoblast female adult (56 years) and male adult (62 years)	ChIP-seq TAF1
osteoblast female adult (56 years) and male adult (62 years)	total RNA-seq
stomach male child (3 years)	ChIP-seq FOXA1
stomach male child (3 years)	ChIP-seq H3K27me3
stomach male child (3 years)	ChIP-seq JUND
stomach male child (3 years)	ChIP-seq SP1
stomach male child (3 years)	polyA depleted RNA-seq
liver male adult (31 year)	ChIP-seq EZH2
liver male adult (31 year)	ChIP-seq H3K23ac
liver male adult (31 year)	ChIP-seq H4K91ac
liver male adult (31 year)	ChIP-seq SIN3A
liver male adult (31 year)	microRNA-seq
spleen male child (3 years)	ChIP-seq EP300
spleen male child (3 years)	ChIP-seq H3K14ac
spleen male child (3 years)	ChIP-seq H4K20me1
spleen male child (3 years)	ChIP-seq RFX5
spleen male child (3 years)	DNase-seq read-depth normalized signal
K562 nuclear fraction	ChIP-seq ELF1
K562 nuclear fraction	ChIP-seq H2BK5ac
K562 nuclear fraction	ChIP-seq H3K9me2
K562 nuclear fraction	ChIP-seq RCOR1
K562 nuclear fraction	ChIP-seq ZBTB33
heart female embryo (19 weeks) and female embryo (28 weeks)	ChIP-seq CTCF
heart female embryo (19 weeks) and female embryo (28 weeks)	ChIP-seq H2BK12ac
heart female embryo (19 weeks) and female embryo (28 weeks)	ChIP-seq H3K79me2
heart female embryo (19 weeks) and female embryo (28 weeks)	ChIP-seq POLR2AphosphoS5
heart female embryo (19 weeks) and female embryo (28 weeks)	ChIP-seq USF2
adrenal gland male adult (37 years)	ChIP-seq CEBPB
adrenal gland male adult (37 years)	ChIP-seq H2AK5ac
adrenal gland male adult (37 years)	ChIP-seq H3K4me3
adrenal gland male adult (37 years)	ChIP-seq NRF1
adrenal gland male adult (37 years)	ChIP-seq TCF12
caudate nucleus female adult (75 years)	ChIP-seq ATF3
caudate nucleus female adult (75 years)	ChIP-seq GTF2F1
caudate nucleus female adult (75 years)	ChIP-seq H3K4me1
caudate nucleus female adult (75 years)	ChIP-seq MAX
caudate nucleus female adult (75 years)	ChIP-seq TARDBP
skeletal muscle tissue	ATAC-seq
skeletal muscle tissue	ChIP-seq FOXK2
skeletal muscle tissue	ChIP-seq H3K36me3
skeletal muscle tissue	ChIP-seq KDM1A
skeletal muscle tissue	ChIP-seq SUZ12
skeletal muscle tissue	small RNA-seq
LHCN-M2	ChIP-seq EZH2phosphoT487
LHCN-M2	ChIP-seq H3K27ac
LHCN-M2	ChIP-seq HDAC2
LHCN-M2	ChIP-seq SMC3
LHCN-M2	polyA RNA-seq
muscle of trunk female embryo (115 days)	ChIP-seq ETS1
muscle of trunk female embryo (115 days)	ChIP-seq H3K18ac
muscle of trunk female embryo (115 days)	ChIP-seq H4K8ac
muscle of trunk female embryo (115 days)	ChIP-seq RXRA
muscle of trunk female embryo (115 days)	RAMPAGE
esophagus muscularis mucosa male adult (54 years)	ChIP-seq ELK1
esophagus muscularis mucosa male adult (54 years)	ChIP-seq H3F3A
esophagus muscularis mucosa male adult (54 years)	ChIP-seq H3K9me3
esophagus muscularis mucosa male adult (54 years)	ChIP-seq REST
esophagus muscularis mucosa male adult (54 years)	ChIP-seq ZFP36
middle frontal area 46 male adult (81 year)	ChIP-seq EGR1
middle frontal area 46 male adult (81 year)	ChIP-seq H2BK15ac
middle frontal area 46 male adult (81 year)	ChIP-seq H3K9ac
middle frontal area 46 male adult (81 year)	ChIP-seq RAD21
middle frontal area 46 male adult (81 year)	ChIP-seq YY1
thyroid gland male adult (37 years)	ChIP-seq CHD2
thyroid gland male adult (37 years)	ChIP-seq H2BK120ac
thyroid gland male adult (37 years)	ChIP-seq H3K79me1
thyroid gland male adult (37 years)	ChIP-seq POLR2A
thyroid gland male adult (37 years)	ChIP-seq USF1
suprapubic skin male adult (54 years)	ChIP-seq BHLHE40
suprapubic skin male adult (54 years)	ChIP-seq H2AFZ
suprapubic skin male adult (54 years)	ChIP-seq H3K4me2
suprapubic skin male adult (54 years)	ChIP-seq MAZ
suprapubic skin male adult (54 years)	ChIP-seq TBP
vein endothelial cell male adult (48 years) and male adult (52 years)	CAGE
vein endothelial cell male adult (48 years) and male adult (52 years)	ChIP-seq GABPA
vein endothelial cell male adult (48 years) and male adult (52 years)	ChIP-seq H3K4ac
vein endothelial cell male adult (48 years) and male adult (52 years)	ChIP-seq MAFK
vein endothelial cell male adult (48 years) and male adult (52 years)	ChIP-seq TAF1
vein endothelial cell male adult (48 years) and male adult (52 years)	total RNA-seq
subcutaneous adipose tissue female adult (51 year)	ChIP-seq FOXA1
subcutaneous adipose tissue female adult (51 year)	ChIP-seq H3K27me3
subcutaneous adipose tissue female adult (51 year)	ChIP-seq JUND
subcutaneous adipose tissue female adult (51 year)	ChIP-seq SP1
subcutaneous adipose tissue female adult (51 year)	polyA depleted RNA-seq
HUES64	ChIP-seq EZH2
HUES64	ChIP-seq H3K23ac
HUES64	ChIP-seq H4K91ac
HUES64	ChIP-seq SIN3A
HUES64	microRNA-seq
Peyer's patch female adult (51 year)	ChIP-seq EP300
Peyer's patch female adult (51 year)	ChIP-seq H3K14ac
Peyer's patch female adult (51 year)	ChIP-seq H4K20me1
Peyer's patch female adult (51 year)	ChIP-seq RFX5
Peyer's patch female adult (51 year)	DNase-seq read-depth normalized signal
SK-N-DZ treated with dimethyl sulfoxide for 72 hours	ChIP-seq ELF1
SK-N-DZ treated with dimethyl sulfoxide for 72 hours	ChIP-seq H2BK5ac
SK-N-DZ treated with dimethyl sulfoxide for 72 hours	ChIP-seq H3K9me2
SK-N-DZ treated with dimethyl sulfoxide for 72 hours	ChIP-seq RCOR1
SK-N-DZ treated with dimethyl sulfoxide for 72 hours	ChIP-seq ZBTB33
endothelial cell of umbilical vein cytosolic fraction male newborn	ChIP-seq CTCF
endothelial cell of umbilical vein cytosolic fraction male newborn	ChIP-seq H2BK12ac
endothelial cell of umbilical vein cytosolic fraction male newborn	ChIP-seq H3K79me2
endothelial cell of umbilical vein cytosolic fraction male newborn	ChIP-seq POLR2AphosphoS5
endothelial cell of umbilical vein cytosolic fraction male newborn	ChIP-seq USF2
A549 treated with 100 nM dexamethasone for 1 hour	ChIP-seq CEBPB
A549 treated with 100 nM dexamethasone for 1 hour	ChIP-seq H2AK5ac
A549 treated with 100 nM dexamethasone for 1 hour	ChIP-seq H3K4me3
A549 treated with 100 nM dexamethasone for 1 hour	ChIP-seq NRF1
A549 treated with 100 nM dexamethasone for 1 hour	ChIP-seq TCF12
fibroblast of villous mesenchyme female newborn and male newborn	ChIP-seq ATF3
fibroblast of villous mesenchyme female newborn and male newborn	ChIP-seq GTF2F1
fibroblast of villous mesenchyme female newborn and male newborn	ChIP-seq H3K4me1
fibroblast of villous mesenchyme female newborn and male newborn	ChIP-seq MAX
fibroblast of villous mesenchyme female newborn and male newborn	ChIP-seq TARDBP
SJSA1	ATAC-seq
SJSA1	ChIP-seq FOXK2
SJSA1	ChIP-seq H3K36me3
SJSA1	ChIP-seq KDM1A
SJSA1	ChIP-seq SUZ12
SJSA1	small RNA-seq
RPMI-7951	ChIP-seq EZH2phosphoT487
RPMI-7951	ChIP-seq H3K27ac
RPMI-7951	ChIP-seq HDAC2
RPMI-7951	ChIP-seq SMC3
RPMI-7951	polyA RNA-seq
common myeloid progenitor, CD34-positive male adult (42 years)	ChIP-seq ETS1
common myeloid progenitor, CD34-positive male adult (42 years)	ChIP-seq H3K18ac
common myeloid progenitor, CD34-positive male adult (42 years)	ChIP-seq H4K8ac
common myeloid progenitor, CD34-positive male adult (42 years)	ChIP-seq RXRA
common myeloid progenitor, CD34-positive male adult (42 years)	RAMPAGE
ascending aorta female adult (53 years)	ChIP-seq ELK1
ascending aorta female adult (53 years)	ChIP-seq H3F3A
ascending aorta female adult (53 years)	ChIP-seq H3K9me3
ascending aorta female adult (53 years)	ChIP-seq REST
ascending aorta female adult (53 years)	ChIP-seq ZFP36
keratinocyte cytosolic fraction female	ChIP-seq EGR1
keratinocyte cytosolic fraction female	ChIP-seq H2BK15ac
keratinocyte cytosolic fraction female	ChIP-seq H3K9ac
keratinocyte cytosolic fraction female	ChIP-seq RAD21
keratinocyte cytosolic fraction female	ChIP-seq YY1
temporal lobe female adult (75 years)	ChIP-seq CHD2
temporal lobe female adult (75 years)	ChIP-seq H2BK120ac
temporal lobe female adult (75 years)	ChIP-seq H3K79me1
temporal lobe female adult (75 years)	ChIP-seq POLR2A
temporal lobe female adult (75 years)	ChIP-seq USF1
A673	ChIP-seq BHLHE40
A673	ChIP-seq H2AFZ
A673	ChIP-seq H3K4me2
A673	ChIP-seq MAZ
A673	ChIP-seq TBP
sigmoid colon female adult (51 year)	CAGE
sigmoid colon female adult (51 year)	ChIP-seq GABPA
sigmoid colon female adult (51 year)	ChIP-seq H3K4ac
sigmoid colon female adult (51 year)	ChIP-seq MAFK
sigmoid colon female adult (51 year)	ChIP-seq TAF1
sigmoid colon female adult (51 year)	total RNA-seq
spinal cord female embryo (24 weeks) and male embryo (22 weeks)	ChIP-seq FOXA1
spinal cord female embryo (24 weeks) and male embryo (22 weeks)	ChIP-seq H3K27me3
spinal cord female embryo (24 weeks) and male embryo (22 weeks)	ChIP-seq JUND
spinal cord female embryo (24 weeks) and male embryo (22 weeks)	ChIP-seq SP1
spinal cord female embryo (24 weeks) and male embryo (22 weeks)	polyA depleted RNA-seq
A172	ChIP-seq EZH2
A172	ChIP-seq H3K23ac
A172	ChIP-seq H4K91ac
A172	ChIP-seq SIN3A
A172	microRNA-seq
Daoy	ChIP-seq EP300
Daoy	ChIP-seq H3K14ac
Daoy	ChIP-seq H4K20me1
Daoy	ChIP-seq RFX5
Daoy	DNase-seq read-depth normalized signal
CD4-positive, alpha-beta T cell treated with phorbol 13-acetate 12-myristate , ionomycin	ChIP-seq ELF1
CD4-positive, alpha-beta T cell treated with phorbol 13-acetate 12-myristate , ionomycin	ChIP-seq H2BK5ac
